ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
rtr_1x0, send_bit_count, port1, Accumulator, 7317634, 1, 784, 309376, 2, 360, 424
rtr_1x0, send_packet_count, port1, Accumulator, 7317634, 1, 2, 2, 2, 1, 1
rtr_1x0, output_port_stalls, port1, Accumulator, 7317634, 1, 0, 0, 0, 0, 0
rtr_1x0, idle_time, port1, Accumulator, 7317634, 1, 7291634, 20033744021718, 3, 1412314, 3554441
rtr_1x0, width_adj_count, port1, Accumulator, 7317634, 1, 0, 0, 0, 0, 0
rtr_1x0, send_bit_count, port2, Accumulator, 7317634, 1, 784, 309376, 2, 360, 424
rtr_1x0, send_packet_count, port2, Accumulator, 7317634, 1, 2, 2, 2, 1, 1
rtr_1x0, output_port_stalls, port2, Accumulator, 7317634, 1, 0, 0, 0, 0, 0
rtr_1x0, idle_time, port2, Accumulator, 7317634, 1, 7291634, 22986681624046, 3, 570651, 3554441
rtr_1x0, width_adj_count, port2, Accumulator, 7317634, 1, 0, 0, 0, 0, 0
rtr_1x0, send_bit_count, port4, Accumulator, 7317634, 1, 1568, 618752, 4, 360, 424
rtr_1x0, send_packet_count, port4, Accumulator, 7317634, 1, 4, 4, 4, 1, 1
rtr_1x0, output_port_stalls, port4, Accumulator, 7317634, 1, 0, 0, 0, 0, 0
rtr_1x0, idle_time, port4, Accumulator, 7317634, 1, 7265634, 11580485352534, 5, 597851, 1800213
rtr_1x0, width_adj_count, port4, Accumulator, 7317634, 1, 0, 0, 0, 0, 0
rtr_1x0, xbar_stalls, port0, Accumulator, 7317634, 1, 0, 0, 0, 0, 0
rtr_1x0, xbar_stalls, port1, Accumulator, 7317634, 1, 0, 0, 0, 0, 0
rtr_1x0, xbar_stalls, port2, Accumulator, 7317634, 1, 0, 0, 0, 0, 0
rtr_1x0, xbar_stalls, port3, Accumulator, 7317634, 1, 0, 0, 0, 0, 0
rtr_1x0, xbar_stalls, port4, Accumulator, 7317634, 1, 0, 0, 0, 0, 0
