ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
rtr_0x1, send_bit_count, port0, Accumulator, 7317634, 2, 0, 0, 0, 0, 0
rtr_0x1, send_packet_count, port0, Accumulator, 7317634, 2, 0, 0, 0, 0, 0
rtr_0x1, output_port_stalls, port0, Accumulator, 7317634, 2, 0, 0, 0, 0, 0
rtr_0x1, idle_time, port0, Accumulator, 7317634, 2, 7317634, 53547767357956, 1, 7317634, 7317634
rtr_0x1, width_adj_count, port0, Accumulator, 7317634, 2, 0, 0, 0, 0, 0
rtr_0x1, send_bit_count, port3, Accumulator, 7317634, 2, 784, 309376, 2, 360, 424
rtr_0x1, send_packet_count, port3, Accumulator, 7317634, 2, 2, 2, 2, 1, 1
rtr_0x1, output_port_stalls, port3, Accumulator, 7317634, 2, 0, 0, 0, 0, 0
rtr_0x1, idle_time, port3, Accumulator, 7317634, 2, 7291634, 23761523049250, 3, 535200, 3948473
rtr_0x1, width_adj_count, port3, Accumulator, 7317634, 2, 0, 0, 0, 0, 0
rtr_0x1, send_bit_count, port4, Accumulator, 7317634, 2, 784, 309376, 2, 360, 424
rtr_0x1, send_packet_count, port4, Accumulator, 7317634, 2, 2, 2, 2, 1, 1
rtr_0x1, output_port_stalls, port4, Accumulator, 7317634, 2, 0, 0, 0, 0, 0
rtr_0x1, idle_time, port4, Accumulator, 7317634, 2, 7291634, 20371634733250, 3, 1254480, 3554441
rtr_0x1, width_adj_count, port4, Accumulator, 7317634, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port0, Accumulator, 7317634, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port1, Accumulator, 7317634, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port2, Accumulator, 7317634, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port3, Accumulator, 7317634, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port4, Accumulator, 7317634, 2, 0, 0, 0, 0, 0
