ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
rtr_1x1, send_bit_count, port4, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, send_packet_count, port4, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, output_port_stalls, port4, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, idle_time, port4, Accumulator, 1210569133, 3, 1210569133, 1465477625772371689, 1, 1210569133, 1210569133
rtr_1x1, width_adj_count, port4, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, send_bit_count, port5, Accumulator, 1210569133, 3, 337608, 1319429568, 111, 360, 4280
rtr_1x1, send_packet_count, port5, Accumulator, 1210569133, 3, 111, 111, 111, 1, 1
rtr_1x1, output_port_stalls, port5, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, idle_time, port5, Accumulator, 1210569133, 3, 1206995360, 422979486582234404, 112, 126401, 521810668
rtr_1x1, width_adj_count, port5, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, send_bit_count, port6, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, send_packet_count, port6, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, output_port_stalls, port6, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, idle_time, port6, Accumulator, 1210569133, 3, 1210569133, 1465477625772371689, 1, 1210569133, 1210569133
rtr_1x1, width_adj_count, port6, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, send_bit_count, port7, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, send_packet_count, port7, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, output_port_stalls, port7, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, idle_time, port7, Accumulator, 1210569133, 3, 1210569133, 1465477625772371689, 1, 1210569133, 1210569133
rtr_1x1, width_adj_count, port7, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, send_bit_count, port12, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, send_packet_count, port12, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, output_port_stalls, port12, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, idle_time, port12, Accumulator, 1210569133, 3, 1210569133, 1465477625772371689, 1, 1210569133, 1210569133
rtr_1x1, width_adj_count, port12, Accumulator, 1210569133, 3, 0, 0, 0, 0, 0
rtr_1x1, send_bit_count, port13, Accumulator, 1210569133, 3, 77640, 30889792, 197, 360, 552
