ComponentName, StatisticName, StatisticSubId, StatisticType, SimTime, Rank, Sum.u64, SumSQ.u64, Count.u64, Min.u64, Max.u64
rtr_0x1, send_bit_count, port0, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, send_packet_count, port0, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, output_port_stalls, port0, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, idle_time, port0, Accumulator, 1210569133, 2, 1210569133, 1465477625772371689, 1, 1210569133, 1210569133
rtr_0x1, width_adj_count, port0, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, send_bit_count, port1, Accumulator, 1210569133, 2, 2448, 1012608, 6, 360, 456
rtr_0x1, send_packet_count, port1, Accumulator, 1210569133, 2, 6, 6, 6, 1, 1
rtr_0x1, output_port_stalls, port1, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, idle_time, port1, Accumulator, 1210569133, 2, 1210541140, 815783054376670764, 7, 125601, 819539268
rtr_0x1, width_adj_count, port1, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, send_bit_count, port2, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, send_packet_count, port2, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, output_port_stalls, port2, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, idle_time, port2, Accumulator, 1210569133, 2, 1210569133, 1465477625772371689, 1, 1210569133, 1210569133
rtr_0x1, width_adj_count, port2, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, send_bit_count, port3, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, send_packet_count, port3, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, output_port_stalls, port3, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, idle_time, port3, Accumulator, 1210569133, 2, 1210569133, 1465477625772371689, 1, 1210569133, 1210569133
rtr_0x1, width_adj_count, port3, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, send_bit_count, port12, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, send_packet_count, port12, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, output_port_stalls, port12, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, idle_time, port12, Accumulator, 1210569133, 2, 1210569133, 1465477625772371689, 1, 1210569133, 1210569133
rtr_0x1, width_adj_count, port12, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, send_bit_count, port13, Accumulator, 1210569133, 2, 577928, 1848148160, 378, 360, 4280
rtr_0x1, send_packet_count, port13, Accumulator, 1210569133, 2, 378, 378, 378, 1, 1
rtr_0x1, output_port_stalls, port13, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, idle_time, port13, Accumulator, 1210569133, 2, 1204348022, 9405707068555710, 379, 126401, 73356801
rtr_0x1, width_adj_count, port13, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, send_bit_count, port14, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, send_packet_count, port14, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, output_port_stalls, port14, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, idle_time, port14, Accumulator, 1210569133, 2, 1210569133, 1465477625772371689, 1, 1210569133, 1210569133
rtr_0x1, width_adj_count, port14, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, send_bit_count, port15, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, send_packet_count, port15, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, output_port_stalls, port15, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, idle_time, port15, Accumulator, 1210569133, 2, 1210569133, 1465477625772371689, 1, 1210569133, 1210569133
rtr_0x1, width_adj_count, port15, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, send_bit_count, port16, Accumulator, 1210569133, 2, 243408, 530560640, 273, 360, 3632
rtr_0x1, send_packet_count, port16, Accumulator, 1210569133, 2, 273, 273, 273, 1, 1
rtr_0x1, output_port_stalls, port16, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, idle_time, port16, Accumulator, 1210569133, 2, 1207885804, 38214821769304744, 274, 125068, 153710936
rtr_0x1, width_adj_count, port16, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port0, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port1, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port2, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port3, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port4, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port5, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port6, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port7, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port8, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port9, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port10, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port11, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port12, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port13, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port14, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port15, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
rtr_0x1, xbar_stalls, port16, Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
nic2:rtrLink:networkIF, packet_latency, , Accumulator, 1210569133, 2, 54550, 10943882, 273, 197, 285
nic2:rtrLink:networkIF, send_bit_count, , Accumulator, 1210569133, 2, 242768, 529731200, 273, 360, 3632
nic2:rtrLink:networkIF, output_port_stalls, , Accumulator, 1210569133, 2, 0, 0, 0, 0, 0
nic2:rtrLink:networkIF, idle_time, , Accumulator, 1210569133, 2, 898538490, 31101870945961914, 274, 126001, 152736268
